tier,puuid
MASTER,_9L0rvVy9nwz_3tdjl5txUOyxFd7FRDyw-UMnc6JZAfA4iv_biInNvQJzrYCY5s2sFHTTgmOG_KQYg
MASTER,G2kKZV5GDNt_hEwjpeFx3aL4qSbd875wniLDdFOZyXN6rewU_V0tbpfyRL4fzl4Nl6f7rqlZ4H8uxQ
MASTER,epXdwrAc3UCooTixS1QuZfTENE7x_YE43QzJiwmxSIosNtDX_uKLeLbKegxz1VGskO_wuEj-m-OXNA
MASTER,FjitL0KQahg55sYEnh7Qt-umyTE_8prs0OvVAcXxHITlK0wgzD94C6t8cqw6NxsehVLkN_34OhENSg
MASTER,rH1DdWCZSTi46TAPCBW8zDcXDNMv8AATxxEodFDVLlAI4WXfnu_bBiN29KZPh2plquMuoWwV551llg
MASTER,6l_XG6og7Vu1Rek-q6q8O-CA970jcroTvmBIJZjWJY9Bp66oS06XdD5FSXRPjomc8S00qYHy5y_Slg
MASTER,PEM65vp9jMjA7baWIJJvYucs_7qQT-pa2Sk7DFUhs0iHTw-30cKm1E-6OgxFuowVxQ9o2g2EI2BlpA
MASTER,uEQ93xecLLFrZCNu0SBJiB1WHOoMaGKrGIVTne2xR-1rrRVU_KkJRvPZgCBJj93yOsJAEmwvm3t_kg
MASTER,Ho-CaoaEtWDzxdGWrryCfJn8seTrJCGUtgdLI6Xyecd37VwUZyYXnScDYtrF7HTWnJIWth75OJJQ1w
MASTER,2jFE9-HVEq-DXCBWmdtAv-tFIhURJP-vU2VLePtzEqH5dr98ZDvLlQLv1RsPR_V5CCBzgCRGG5ttuw
MASTER,k71V2I4ESN61vXUp8gRR1VfGWwfLdIqjGOWjawvfHG1z4-lCjeoBoe3fS5JbiXP4NEws6DlihzEgdA
MASTER,8uji801Po0BtdEYjcKVOaR-PL7H-zim_Ns87GWw7Hu-tOWHjQj85jkpOsRd7CC1h06tTixxo-Xn4Rw
MASTER,KQMV0fDGN1PZQkPzCKwThV7lKZENxM9HZuZf0fIBt640qgjchZ_ic-bG3GlwgwU19iO_uYq9slg-Pw
MASTER,cLbsNqt1nVvrGo4oFJQf1sCf4A28CCeI_T-jCp7Qj8U9cFoW14EKpb6HC0uIrhX0uAFrXY4UiDjzNw
MASTER,MVO61WfYkAoBU5NvePU4YfI8tEvlvqGG7QWXkkAs0Ql6qDcuHVMBC04YSlK9rc4eNgRZSJexCxi6pg
MASTER,ZIhlpoQx2ODWTR6mxipD6B-rTnBW-J_D3r4cc9AbrFCsKZKPCVq1dR3gXagvpYnFrLVvLijYriA3oA
MASTER,jkwuTRoDe-Io9E_N__rfxLCSQIlMkuLZWwuKNt25l6U0eRwySiDWFoudm7317XFT3GnCp802mo-ZDg
MASTER,xOIDxLZLtJYo3u0uxHmZKnIzMJE-IeRdCOpkxumILJ6ynKbgKzuCHzYCKIgxEWJR6X1Xw4oWf5qB9A
MASTER,nRqwPEbcndykSD59PzhmQPbCbuwdz0ZHpTtx7zciJGCU44aNchZJKSfIdQ9qAzq8v9eqtib7rdjEkg
MASTER,W080qJkwelCIiQl3ht1pZQPrfgp01m6lCG8g3Ucko8Ox18uOWCLJ1tPU270CYGC2f7-DYjm44DhGPQ
MASTER,t0oUDAb4nrLncNWJvfmHUdfeipj4yB92PdstBn4X9Ha_yd_3vSppveM5XwCqWNJ0-m_OzQWIW-hOJA
MASTER,6M4vLEGXhuX3KwTAEZSy_mU1ZgAubmawAmBI1lCHCiUL6q4SeN3We7-Ki8-xT-VdSKCEEYVlK7fdZQ
MASTER,zdP6coldYPEMn-KeMiSuMXW-O3qVqMyo2yRtu0Tc9HWkJ7BX69no0kA1TinL69ENkSv1K-bQ-d-MlA
MASTER,WiBaMMgSG9xd5axFyAKak8WmnoustCKcKOTeXFidwf-E-w0jktOqpbBQMFQiNptzLLRe89ILtOyO_g
MASTER,32sNeITp93S3p1WAgoc910NqzS6Wbjm9kmYjXXfjwZHiZQX8sOm5Y4yQ04EijAlePlZDa5f0LniLEA
MASTER,8XtGSkK1CWa6HuKQvbAKYa7XPZH5AZvid4Oli0T9zTjSyAhamRWWz24IIO2nSk1zRwxTRdaO8P4dMQ
MASTER,sL5r9p0yrQY2RNME7MbGqF3gncObi8GZ0SCY_lOvDlZC_BusKfmLejAp6w_O6h1vbG1NE7xAjI2ffw
MASTER,hJmxnubOIGT1cs0Tcyw9uV74C7mCxqQIFu20-Yq0uTDsm5muOs8FIcU1wKWr0EgnBNu5Y1m4rF6GWw
MASTER,lscWEUurNkjLv_yWaOL5bHkHijxfsj-3WNPTK22DsU9aVBGy_AmlLMP3Mym0YcMpdKIJ4ZFWUf2iVg
MASTER,nrVvzrDni7GwTwPDldfURDwubI4Fo1NxzJhp9gi83uLivveXCcIEUwhKatUgoDRm0MmGp-dR-wK8Rw
MASTER,8fJOytqYCMWLA_l0U7-2-IZEVBU416JTTpFUS1vhRdAfSoDJVE_yw0WuFk2oQJ4TTK-9ygkOcCqvzg
MASTER,3G9DXTGVYhpZLdDTvF1rqlaTA_iwRT9yMpO2y8YArMTGL9PgROBkLzINED-UWYVXMIysvsd1-55sIw
MASTER,OAFUs3NgQk0CYNpLQJH66fFxKsC7LcS5rCMDWyq9FkWEiu3dDj0tmHTVTbHSNu78rKzXMv7fj-MJBA
MASTER,5JePrGyFRn_18mrF1Q6KeGmYptuZ2IP_Igl7mYK3YBXuRxb9jjZbUiqI8fPARkM6Y_XGQJirPZNNeg
MASTER,regrMUbaCV_nQsBFVM0cEUVox38QpwlQSBlFpTnJxnva5ZrHszDhdtQ3Cja6SQ0aTYZgtUuAdAcRVA
MASTER,tYB8nWtLUZLav-RB8x_6OVZvpPqDMDCBIZTvw9TqJGY8sTjPasevoL7bcMJZAm5B9hbcrSwTeRPA6A
MASTER,JcRgJROj-KZWrXP2PDTkkb4voccEYdbAkE7gWH4u6HHw_l96KRObmp_-okdGukSf3eqKtn4GbDt1lw
MASTER,t0TW5mfGNPNFB2vJPet3b7dPTQFIMdqGldDpc-5UaMe-2lUOo5qiHiRajs5CbxQCF_bNvHed07U_HA
MASTER,bRgnJw0bot0xGFqG_tz1LhnsX_6fKBertUk1o_Lv9ZUjfAUIa4wmwVtIJa-JVOCKpsiqva8zSd7bNQ
MASTER,V2jf4hBHAfF3AON37dVnz2kZyEDZoxurWM3izAwwkCBRv9fp7zk46b3zjqtXmjQ8t0t0Cet12_ty4A
MASTER,wuQPVANnEalBkGuFc_5IfLFAfkLTM6tHYNakrS5cdQxxrilMQzIlmSXdYNFVM914eloHc2XATQY1tg
MASTER,DZaLD6VuABDM7564NZRc5Q_Wfwa2caLhuWhfiS1iSEFNp6Ji72j2MCOzzK6E5gLMaKvWm3pvvsiriw
MASTER,-RpCWF_B_7EtEKJFlJ9j3nno5uau5uSg_wTelkrFFF9PmRqsSM0DOI4zG9nyDHwAcvRx-sEqixeLqA
MASTER,6EysQYjf9dWGYo40YkeOn9HJ5kDuFrWjEvE0CIDuCDEn5yVI1RqWfUE561YmqNqJbEoJitPwYvE2DQ
MASTER,rhkLUsgqlzz1zCx-bZ2-CMRORutgE5JzZqDNdr5mBdl9w2-EPVeTF-YOOyfhc8vEyJlyju-8DhlQLA
