tier,puuid
GRANDMASTER,okYrap4bCCdhCY3ny2RNn6Dnq3XeE5xjBQw0WK_peSGZpNAXGJU7rJRqrWCbA1T5iL3prsFH6vcZ4g
GRANDMASTER,byqxby2dwEIGwqRaWd2fgfA7aK75I41QsEvWEgSyrsqfDbU9ziWBIG-PxdMDqclUcZKQv7f_yMM5Jg
GRANDMASTER,IG59VKo700xhm6qt3EuC3LTFhGwFa2SBwGuev9rEucsGoOYMOEM9LamG9WyYVwoaxJe_pe2CQzV-6A
GRANDMASTER,Dh2_6CxQ_2I4MVqD7ponJ8EPi3DyoFg9cJoOURr9uAqGnho2RswbYpxgqGZ1u3r19OvnuhMHvNxUpg
GRANDMASTER,_nyiqpgaFkHgt7uNKOvRNmVvlc5q8e1LXP3LImAasry1AVGkrbAuVknWU1zwdT213c7cw7KUUktYqA
GRANDMASTER,tv7XV0L1vVEyL0DFSGNCHSe8Ubll6LlGrzFUrEEZcE2Elx-3_FBTWdyU_dKM_uz4Ld6wbTzE7_QhZA
GRANDMASTER,Pz1WLHt9lVYBVzZ5WyydV8ol7Uhv6znzzEtNinGQKWv7jicPvXIn-NmU3nh4prDRm3-z9fhVxE8P-A
GRANDMASTER,Sy8JMKt59o1C59_6uS3ILH1PKCzmUtqSApWPgTUiCy5Mu8mAdj8PSckamlB2AaT5aStA_JZ_avZKqA
GRANDMASTER,KJ6-Csg0JEmaQ-uQ5Fwa-fFHwMsgYR0EEbzd4sYZmqrYTR1a6Z-_736qCZRcRvsWTRbdqYmlTohNlQ
GRANDMASTER,mI0yMetWpO7rNxuEoJyUpNxTpGMDRt1OvUki5_ohp6FLxd8ewqxlQbsk72_woAx4qaZ4V6w6am4H5g
GRANDMASTER,gCvpsO_HnZRen2qaFhASo7ghlFuuSLB51qtQlSYgzr3GY7FxNWrotAcvPBAN8icqHG-rkYpovwM1sQ
GRANDMASTER,VPLM4ZS84O6oAG6rkiqjufwd3wmuupHWPzqIwVJL3vNbG9sEwp_BCMcevUTciD86VZLAJuIFXlwG1w
GRANDMASTER,XhZstyNsO6ukKlXgkXNHUgR6ZPI1sO_DJOBPcY62Y5qNnMrAQG5E9FKl6hoFPvwfasAjsJ9pN4Ax5A
GRANDMASTER,SufSPRyKV3lMxs6uKN7Qz2BcozfYSlTdNWq9zc02rRNpSH3L3cmoCr-CL6DxukxjntByoz2hVr5spg
GRANDMASTER,bTU6Q48jvXaYPbvSKr1zUYJ7MJ6C_P_wrzfF6VJ65mpmc3z86I-sCQ4OeUD-82ijg_l92L0Ym-d1Yg
GRANDMASTER,Ku1uVOd222vUkGROoTiYJmNwDW9q70NfcuM2i4ZHDJ3OjxCB9VchPRL73zuurPgqB2pSOwjZ-G1hRQ
GRANDMASTER,VKFBPZNdHluht30tz6qRlbP0-VB8S5L6Dk4Sdzhhopp0OmjJDGXRT5h7N5EuE5Ne9LW2CARdC3Ocbg
GRANDMASTER,m5hhgXfnSgrGQNuXk9Z7McLGbO7fUsBnDcsYEge4UFr1TLse6PqOCLctV_vin9lcYfUV6YcpITfHZw
GRANDMASTER,sQsFDU0rDknX1m1bt-NiGh_Ey5du1tvmvTh7mWW3wkZKVEFfcUHOWtZTCpgGPF4DsSv7ox7koir6GA
GRANDMASTER,8tyfKv7A1RWvPnIHwueLOb0KdVTTGEHrvZtYgKV6MxYBkF7VKB0vaDuOfrQxgWDPsiHwAAeJlktGWA
GRANDMASTER,MJnLKedapd7Ok4MGS8fkrxz6ScFWCUg9hCjxvtU7aUIII7JdWOk-D-4YS-wIXNdmzlYKd4fsqa80jA
GRANDMASTER,W-35JPWpr1eAZC-G7YkzIiNjE5nsv2TVOfgpVivuver1JBFKbCoFNc0A2qyrtbEJQcVLK5ArFGiItA
GRANDMASTER,xoDqNOpdPEGmL7TzHY5ndgoBeB5tt6D3Gejosmyi2nI7mMfqg8Z26mR2KLviO2oRuP7RQ7zzHWxPLw
