grow_policy,max_depth,max_leaves,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,accuracy,auc,best_iteration,complexity
depthwise,8,0,0.005,5,1.0,1.0,0.1,2.0,0.6814856052171147,0.7541439285650671,2503,8
lossguide,0,128,0.01,1,1.0,1.0,0.0,1.0,0.6804517257833625,0.754133112343376,1018,128
lossguide,0,128,0.01,1,1.0,1.0,0.0,2.0,0.6805312549705742,0.7541036871601555,1021,128
depthwise,8,0,0.0025,1,1.0,1.0,0.1,2.0,0.6796564339112454,0.7541032949930534,4594,8
lossguide,0,128,0.0025,10,1.0,1.0,0.0,1.0,0.6805312549705742,0.7540995757308577,3216,128
depthwise,8,0,0.01,5,1.0,1.0,0.0,1.0,0.6812470176554796,0.7540447482398529,1274,8
depthwise,8,0,0.01,1,1.0,1.0,0.0,1.0,0.6803721965961508,0.75403842296401,1344,8
lossguide,0,128,0.0025,5,1.0,1.0,0.1,2.0,0.6836328932718307,0.7540288085447291,3362,128
depthwise,8,0,0.0025,10,1.0,1.0,0.1,2.0,0.6787816128519166,0.7540192573782066,4298,8
lossguide,0,128,0.005,1,1.0,1.0,0.1,1.0,0.6803721965961508,0.754002267687293,2218,128
lossguide,0,128,0.0025,1,1.0,1.0,0.1,2.0,0.68220136790202,0.7540000538407479,3599,128
lossguide,0,128,0.0025,5,1.0,1.0,0.0,1.0,0.6801336090345157,0.7539704135981489,3643,128
lossguide,0,128,0.005,5,1.0,1.0,0.0,2.0,0.6831557181485606,0.7539688322791882,1963,128
lossguide,0,128,0.01,5,1.0,1.0,0.1,2.0,0.6814856052171147,0.7539241631811866,906,128
depthwise,8,0,0.005,10,1.0,1.0,0.0,2.0,0.6798154922856688,0.7539060602417247,2010,8
lossguide,0,128,0.005,1,1.0,1.0,0.1,2.0,0.6797359630984572,0.753873712781065,2036,128
depthwise,8,0,0.01,10,1.0,1.0,0.1,1.0,0.6796564339112454,0.7538734091678244,1009,8
depthwise,8,0,0.0025,10,1.0,1.0,0.0,1.0,0.6784634961030698,0.7538607459655873,3961,8
depthwise,8,0,0.005,10,1.0,1.0,0.0,1.0,0.6794178463496103,0.753857216461667,2059,8
lossguide,0,128,0.005,1,1.0,1.0,0.0,1.0,0.6810084300938445,0.7538560273098085,1830,128
lossguide,0,128,0.0025,5,1.0,1.0,0.1,1.0,0.6818037219659615,0.7538556351427063,3548,128
lossguide,0,128,0.01,5,1.0,1.0,0.0,2.0,0.6805312549705742,0.7538279051334118,819,128
lossguide,0,128,0.01,5,1.0,1.0,0.1,1.0,0.681406076029903,0.7538121804976667,1042,128
depthwise,8,0,0.005,5,1.0,1.0,0.0,2.0,0.6805312549705742,0.7537979106753654,2231,8
depthwise,8,0,0.005,1,1.0,1.0,0.0,2.0,0.6816446635915381,0.7537348856268682,1966,8
depthwise,8,0,0.01,1,1.0,1.0,0.1,2.0,0.6803721965961508,0.7537007797395241,1032,8
depthwise,8,0,0.005,1,1.0,1.0,0.1,1.0,0.6808493717194211,0.7536791978983486,2888,8
depthwise,8,0,0.005,1,1.0,1.0,0.1,2.0,0.6807698425322093,0.753678059348697,1863,8
depthwise,8,0,0.0025,5,1.0,1.0,0.0,2.0,0.6803721965961508,0.7536387414340584,4575,8
depthwise,8,0,0.0025,5,1.0,1.0,0.1,1.0,0.6790997296007635,0.7536036994058897,3996,8
lossguide,0,128,0.0025,1,1.0,1.0,0.0,1.0,0.6817241927787498,0.7535666965422095,3408,128
depthwise,8,0,0.0025,5,1.0,1.0,0.1,2.0,0.6812470176554796,0.7535631037855307,4066,8
depthwise,8,0,0.0025,10,1.0,1.0,0.0,2.0,0.6794178463496103,0.753519775646008,3734,8
depthwise,8,0,0.01,1,1.0,1.0,0.1,1.0,0.6807698425322093,0.7535138931394743,1024,8
depthwise,8,0,0.005,10,1.0,1.0,0.1,1.0,0.6776682042309528,0.7535050124521911,1898,8
depthwise,8,0,0.0025,1,1.0,1.0,0.0,2.0,0.6808493717194211,0.7534746005259392,4037,8
depthwise,8,0,0.01,1,1.0,1.0,0.0,2.0,0.6791792587879751,0.7534695656063684,1093,8
depthwise,8,0,0.005,1,1.0,1.0,0.0,1.0,0.6806107841577859,0.7534544987993108,1912,8
depthwise,8,0,0.01,5,1.0,1.0,0.1,1.0,0.6795769047240338,0.7534443657074107,1051,8
depthwise,8,0,0.0025,1,1.0,1.0,0.0,1.0,0.6802926674089391,0.7534395205461152,4224,8
depthwise,8,0,0.005,5,1.0,1.0,0.1,1.0,0.6787816128519166,0.7533618588093179,2127,8
depthwise,8,0,0.0025,5,1.0,1.0,0.0,1.0,0.6779863209797996,0.7533549769092011,4483,8
depthwise,8,0,0.01,5,1.0,1.0,0.1,2.0,0.678702083664705,0.7532722423011778,1077,8
depthwise,8,0,0.0025,1,1.0,1.0,0.1,1.0,0.6817241927787498,0.7528087513885247,3469,8
lossguide,0,128,0.0025,1,1.0,1.0,0.1,1.0,0.6790997296007635,0.7517496978036213,1980,128
lossguide,0,128,0.0025,1,0.8,0.8,0.0,1.0,0.6722602195005567,0.7425660171569818,87,128
depthwise,8,0,0.0025,5,0.8,0.8,0.0,1.0,0.6719421027517098,0.7425619310287874,87,8
lossguide,0,128,0.0025,1,0.8,0.8,0.0,2.0,0.6721011611261333,0.742484598206334,87,128
lossguide,0,128,0.0025,5,0.8,0.8,0.0,2.0,0.6723397486877684,0.7424560206100764,87,128
depthwise,8,0,0.0025,10,0.8,0.8,0.0,2.0,0.6713058692540163,0.742204995712981,87,8
lossguide,0,32,0.0025,5,0.8,0.8,0.0,1.0,0.6643868299665977,0.7330817720528466,9,32
lossguide,0,32,0.0025,10,0.8,0.8,0.0,1.0,0.6643868299665977,0.7330817720528466,9,32
lossguide,0,32,0.0025,1,0.8,0.8,0.0,1.0,0.6643868299665977,0.7330817720528466,9,32
lossguide,0,32,0.0025,10,0.8,0.8,0.1,1.0,0.6645458883410211,0.7330525745795564,9,32
lossguide,0,32,0.0025,1,0.8,0.8,0.1,1.0,0.6645458883410211,0.7330525745795564,9,32
lossguide,0,32,0.0025,5,0.8,0.8,0.1,1.0,0.6645458883410211,0.7330525745795564,9,32
lossguide,0,32,0.0025,5,0.8,0.8,0.1,2.0,0.6654207094003499,0.7330401137861462,9,32
lossguide,0,32,0.0025,1,0.8,0.8,0.1,2.0,0.6654207094003499,0.7330401137861462,9,32
lossguide,0,32,0.0025,10,0.8,0.8,0.1,2.0,0.6654207094003499,0.7330401137861462,9,32
lossguide,0,32,0.0025,10,0.8,0.8,0.0,2.0,0.6641482424049626,0.7330308156306573,9,32
lossguide,0,32,0.0025,5,0.8,0.8,0.0,2.0,0.6641482424049626,0.7330308156306573,9,32
lossguide,0,32,0.0025,1,0.8,0.8,0.0,2.0,0.6641482424049626,0.7330308156306573,9,32
lossguide,0,32,0.0025,10,1.0,0.8,0.0,1.0,0.6631143629712104,0.7312502504809235,9,32
lossguide,0,32,0.0025,5,1.0,0.8,0.0,1.0,0.6631143629712104,0.7312502504809235,9,32
lossguide,0,32,0.0025,1,1.0,0.8,0.0,1.0,0.6631143629712104,0.7312502504809235,9,32
depthwise,4,0,0.005,1,0.8,0.8,0.1,2.0,0.6570701447431208,0.7253169266810459,9,4
depthwise,4,0,0.005,5,0.8,0.8,0.1,2.0,0.6570701447431208,0.7253169266810459,9,4
depthwise,4,0,0.005,10,0.8,0.8,0.1,2.0,0.6570701447431208,0.7253169266810459,9,4
depthwise,4,0,0.005,10,0.8,0.8,0.0,2.0,0.6572292031175442,0.7253101712864457,9,4
depthwise,4,0,0.005,5,0.8,0.8,0.0,2.0,0.6572292031175442,0.7253101712864457,9,4
depthwise,4,0,0.005,1,0.8,0.8,0.0,2.0,0.6572292031175442,0.7253101712864457,9,4
depthwise,4,0,0.005,10,0.8,0.8,0.1,1.0,0.6573882614919676,0.7253050225119098,9,4
depthwise,4,0,0.005,1,0.8,0.8,0.1,1.0,0.6573882614919676,0.7253050225119098,9,4
depthwise,4,0,0.005,5,0.8,0.8,0.1,1.0,0.6573882614919676,0.7253050225119098,9,4
depthwise,4,0,0.005,10,0.8,0.8,0.0,1.0,0.6573882614919676,0.7252976345897254,9,4
depthwise,4,0,0.005,5,0.8,0.8,0.0,1.0,0.6573882614919676,0.7252976345897254,9,4
depthwise,4,0,0.005,1,0.8,0.8,0.0,1.0,0.6573882614919676,0.7252976345897254,9,4
depthwise,4,0,0.0025,10,0.8,0.8,0.0,2.0,0.6577859074280261,0.7245170829001785,9,4
depthwise,4,0,0.0025,5,0.8,0.8,0.0,2.0,0.6577859074280261,0.7245170829001785,9,4
depthwise,4,0,0.0025,1,0.8,0.8,0.0,2.0,0.6577859074280261,0.7245170829001785,9,4
depthwise,4,0,0.0025,10,0.8,0.8,0.1,2.0,0.6577859074280261,0.7245163238670773,9,4
depthwise,4,0,0.0025,1,0.8,0.8,0.1,2.0,0.6577859074280261,0.7245163238670773,9,4
depthwise,4,0,0.0025,5,0.8,0.8,0.1,2.0,0.6577859074280261,0.7245163238670773,9,4
depthwise,4,0,0.0025,10,0.8,0.8,0.0,1.0,0.6576268490536027,0.7244680746629488,9,4
depthwise,4,0,0.0025,5,0.8,0.8,0.0,1.0,0.6576268490536027,0.7244680746629488,9,4
depthwise,4,0,0.0025,1,0.8,0.8,0.0,1.0,0.6576268490536027,0.7244680746629488,9,4
depthwise,4,0,0.0025,5,0.8,0.8,0.1,1.0,0.6575473198663909,0.7244651776866129,9,4
depthwise,4,0,0.0025,10,0.8,0.8,0.1,1.0,0.6575473198663909,0.7244651776866129,9,4
depthwise,4,0,0.0025,1,0.8,0.8,0.1,1.0,0.6575473198663909,0.7244651776866129,9,4
depthwise,4,0,0.0025,1,1.0,0.8,0.1,1.0,0.6557976777477335,0.7236402858134082,9,4
depthwise,4,0,0.0025,10,1.0,0.8,0.1,1.0,0.6557976777477335,0.7236402858134082,9,4
depthwise,4,0,0.0025,5,1.0,0.8,0.1,1.0,0.6557976777477335,0.7236402858134082,9,4
depthwise,4,0,0.0025,1,1.0,0.8,0.0,1.0,0.656195323683792,0.7236391852154116,9,4
depthwise,4,0,0.0025,10,1.0,0.8,0.0,1.0,0.656195323683792,0.7236391852154116,9,4
depthwise,4,0,0.0025,5,1.0,0.8,0.0,1.0,0.656195323683792,0.7236391852154116,9,4
depthwise,4,0,0.0025,5,1.0,0.8,0.1,2.0,0.6557976777477335,0.7235409157299186,9,4
depthwise,4,0,0.0025,10,1.0,0.8,0.1,2.0,0.6557976777477335,0.7235409157299186,9,4
depthwise,4,0,0.0025,1,1.0,0.8,0.1,2.0,0.6557976777477335,0.7235409157299186,9,4
